Gene,nascentRNA,PCNA,ratio
SRSF1,0.3316,0.0867,1.9358
SRSF1,0.1374,0.0539,1.3500
SRSF1,0.1495,0.0439,1.7692
SRSF1,0.1886,0.0499,1.9186
SRSF1,0.3114,0.1110,1.4880
SRSF1,0.1383,0.0529,1.3872
SRSF1,0.1213,0.0377,1.6863
SRSF1,0.2182,0.0554,1.9784
SRSF1,0.2587,0.0873,1.5669
SRSF1,0.2190,0.0922,1.2478
SRSF1,0.0275,0.0042,2.7069
SRSF1,0.3053,0.0993,1.6199
SRSF1,0.1777,0.0427,2.0589
SRSF1,0.2394,0.0503,2.2510
SRSF1,0.2206,0.0730,1.5962
SRSF1,0.2397,0.0852,1.4914
SRSF1,0.1201,0.0472,1.3474
SRSF1,0.2045,0.0293,2.8050
SRSF1,0.1361,0.0376,1.8562
SRSF1,0.1583,0.0460,1.7839
SRSF1,0.3022,0.1114,1.4400
SRSF1,0.2910,0.0708,2.0391
SRSF1,0.1438,0.0401,1.8416
SRSF1,0.1539,0.0468,1.7162
SRSF1,0.2668,0.0812,1.7170
SRSF1,0.2141,0.0277,2.9521
SRSF1,0.2272,0.0856,1.4079
SRSF1,0.0174,0.0058,1.5885
SRSF1,0.1752,0.0575,1.6067
SRSF1,0.2165,0.0527,2.0378
SRSF1,0.1378,0.0492,1.4861
SRSF1,0.1016,0.0326,1.6420
SRSF1,0.2856,0.1079,1.4043
SRSF1,0.1945,0.0805,1.2730
SRSF1,0.3176,0.0766,2.0524
SRSF1,0.1429,0.0344,2.0551
SRSF1,0.2219,0.0443,2.3250
SRSF1,0.1659,0.0285,2.5406
SRSF1,0.2186,0.0583,1.9071
SRSF1,0.1846,0.0845,1.1283
SRSF1,0.1528,0.0322,2.2445
SRSF1,0.2234,0.0487,2.1971
SRSF1,0.1185,0.0387,1.6146
SRSF1,0.1282,0.0373,1.7808
SRSF1,0.2228,0.0263,3.0801
SRSF1,0.1262,0.0375,1.7518
SRSF1,0.2128,0.0358,2.5727
SRSF1,0.2062,0.0792,1.3816
SRSF1,0.1902,0.0258,2.8843
SRSF1,0.2987,0.1199,1.3170
SRSF1,0.1512,0.0407,1.8934
SRSF1,0.2148,0.0800,1.4243
SRSF1,0.1468,0.0412,1.8333
SRSF1,0.2977,0.0884,1.7510
SRSF1,0.2081,0.0490,2.0872
SRSF1,0.2306,0.0442,2.3818
SRSF1,0.2828,0.0451,2.6494
SRSF1,0.1506,0.0331,2.1852
SRSF1,0.2099,0.0590,1.8312
SRSF1,0.1724,0.0406,2.0868
SRSF1,0.1753,0.0457,1.9403
SRSF1,0.2215,0.0443,2.3231
SRSF1,0.2793,0.0880,1.6665
SRSF1,0.2271,0.0544,2.0628
SRSF1,0.2717,0.0344,2.9809
SRSF1,0.1525,0.0595,1.3567
SRSF1,0.1490,0.0450,1.7261
SRSF1,0.2855,0.1007,1.5031
SRSF1,0.2238,0.0481,2.2195
SRSF1,0.1619,0.0405,1.9979
SRSF1,0.1554,0.0684,1.1828
SRSF1,0.0364,0.0149,1.2927
SRSF1,0.0196,0.0028,2.7936
SRSF1,0.2471,0.0308,3.0059
SRSF1,0.2472,0.0396,2.6405
SRSF1,0.3191,0.1768,0.8516
SRSF1,0.2766,0.1256,1.1392
SRSF1,0.2121,0.0653,1.6984
SRSF1,0.1581,0.0465,1.7659
SRSF1,0.1636,0.0279,2.5525
SRSF1,0.3373,0.0653,2.3678
SRSF1,0.2545,0.0471,2.4325
SRSF1,0.1675,0.0328,2.3510
SRSF1,0.2451,0.0462,2.4088
SRSF1,0.2269,0.1138,0.9963
SRSF1,0.1566,0.0477,1.7135
SRSF1,0.1998,0.0627,1.6720
SRSF1,0.2396,0.0309,2.9558
SRSF1,0.2083,0.0519,2.0057
SRSF1,0.2088,0.0303,2.7822
SRSF1,0.2047,0.0466,2.1366
SRSF1,0.2754,0.0492,2.4862
SRSF1,0.1475,0.0476,1.6319
SRSF1,0.1959,0.0556,1.8157
SRSF1,0.2036,0.0340,2.5804
SRSF1,0.2201,0.0299,2.8816
SRSF1,0.0682,0.0134,2.3515
SRSF1,0.2389,0.1106,1.1113
SRSF1,0.1844,0.0455,2.0185
SRSF1,0.1561,0.0251,2.6387
SRSF1,0.1740,0.0631,1.4625
SRSF1,0.2396,0.0589,2.0238
SRSF1,0.1634,0.0351,2.2187
SRSF1,0.1692,0.0652,1.3757
SRSF1,0.2417,0.0469,2.3640
SRSF1,0.1317,0.0599,1.1369
SRSF1,0.2362,0.0323,2.8720
SRSF1,0.2269,0.0773,1.5534
SRSF1,0.1680,0.0302,2.4748
SRSF1,0.1397,0.0649,1.1070
SRSF1,0.2485,0.0793,1.6474
SRSF1,0.2277,0.0749,1.6043
SRSF1,0.1622,0.0726,1.1595
SRSF1,0.1513,0.0579,1.3869
SRSF1,0.2783,0.1222,1.1877
SRSF1,0.2264,0.0313,2.8560
SRSF1,0.1533,0.0406,1.9169
SRSF1,0.2038,0.0439,2.2146
SRSF1,0.1770,0.0409,2.1123
SRSF1,0.0156,0.0030,2.3850
SRSF1,0.2714,0.0461,2.5561
SRSF1,0.0291,0.0060,2.2757
SRSF1,0.2952,0.1440,1.0360
SRSF1,0.1883,0.0870,1.1138
SRSF1,0.1915,0.0463,2.0482
SRSF1,0.2834,0.0995,1.5099
SRSF1,0.1869,0.0457,2.0327
SRSF1,0.1924,0.0849,1.1809
SRSF1,0.1762,0.0342,2.3646
SRSF1,0.0191,0.0044,2.1316
SRSF1,0.1443,0.0158,3.1893
SRSF1,0.2386,0.0328,2.8631
SRSF1,0.2661,0.0976,1.4470
SRSF1,0.0388,0.0069,2.4910
SRSF1,0.0553,0.0080,2.7905
SRSF1,0.1724,0.0486,1.8269
SRSF1,0.2685,0.1140,1.2354
SRSF1,0.1567,0.0180,3.1230
SRSF1,0.1619,0.0318,2.3476
SRSF1,0.2867,0.0790,1.8602
SRSF1,0.2772,0.0930,1.5751
SRSF1,0.1457,0.0334,2.1262
SRSF1,0.3826,0.0791,2.2749
SRSF1,0.3593,0.1053,1.7705
SRSF1,0.2063,0.0425,2.2783
SRSF1,0.2109,0.0696,1.6003
SRSF1,0.1595,0.0305,2.3841
SRSF1,0.1504,0.0635,1.2445
SRSF1,0.1669,0.0572,1.5460
SRSF1,0.1795,0.0340,2.4023
SRSF1,0.1090,0.0193,2.4944
SRSF1,0.1994,0.0835,1.2553
SRSF1,0.1439,0.0284,2.3400
SRSF1,0.3157,0.0652,2.2765
SRSF1,0.2488,0.1063,1.2268
SRSF1,0.0174,0.0017,3.3850
SRSF1,0.2421,0.0848,1.5139
SRSF1,0.0183,0.0039,2.2151
SRSF1,0.2044,0.0469,2.1249
SRSF1,0.1711,0.0585,1.5477
SRSF1,0.1638,0.0394,2.0571
SRSF1,0.1693,0.0621,1.4464
SRSF1,0.1929,0.0679,1.5063
SRSF1,0.2378,0.0771,1.6240
SRSF1,0.2499,0.0925,1.4341
SRSF1,0.0183,0.0070,1.3850
SRSF1,0.0160,0.0026,2.6074
SRSF1,0.2720,0.0834,1.7057
SRSF1,0.3066,0.0835,1.8761
SRSF1,0.3223,0.1102,1.5485
SRSF1,0.3026,0.1322,1.1947
SRSF1,0.2612,0.0633,2.0437
SRSF1,0.2903,0.1017,1.5132
SRSF1,0.1922,0.0484,1.9893
SRSF1,0.0226,0.0075,1.5888
SRSF1,0.2847,0.0678,2.0702
SRSF1,0.3512,0.1033,1.7655
SRSF1,0.2082,0.0524,1.9909
SRSF1,0.2261,0.0636,1.8290
SRSF1,0.2275,0.0852,1.4168
SRSF1,0.2074,0.0589,1.8155
SRSF1,0.2430,0.1045,1.2181
SRSF1,0.2802,0.0867,1.6928
SRSF1,0.2576,0.0805,1.6772
SRSF1,0.2286,0.0691,1.7266
SRSF1,0.3608,0.1186,1.6057
SRSF1,0.2134,0.0494,2.1120
SRSF1,0.3183,0.1674,0.9265
SRSF1,0.2462,0.0731,1.7520
SRSF1,0.0375,0.0113,1.7276
SRSF1,0.3119,0.0823,1.9219
SRSF1,0.3632,0.1283,1.5016
SRSF1,0.3326,0.0744,2.1602
SRSF1,0.2899,0.0954,1.6030
SRSF1,0.2531,0.0712,1.8303
SRSF1,0.2124,0.0573,1.8906
SRSF1,0.2126,0.0939,1.1782
SRSF1,0.3460,0.1260,1.4575
SRSF1,0.1087,0.0317,1.7783
SRSF1,0.1910,0.0765,1.3201
SRSF1,0.0275,0.0105,1.3810
SRSF1,0.4298,0.1363,1.6572
SRSF1,0.2525,0.0765,1.7219
SRSF1,0.1820,0.0564,1.6893
SRSF1,0.4602,0.1382,1.7352
SRSF1,0.2902,0.1004,1.5306
SRSF1,0.2912,0.1144,1.3478
SRSF1,0.2776,0.0689,2.0099
SRSF1,0.2082,0.0575,1.8566
SRSF1,0.2379,0.0665,1.8384
SRSF1,0.2510,0.0479,2.3899
SRSF1,0.2053,0.0995,1.0450
SRSF1,0.3044,0.1207,1.3350
SRSF1,0.2048,0.0592,1.7908
SRSF1,0.3029,0.0643,2.2361
SRSF1,0.0650,0.0330,0.9802
SRSF1,0.2565,0.0628,2.0307
SRSF1,0.2425,0.0463,2.3883
SRSF1,0.0697,0.0261,1.4167
SRSF1,0.0702,0.0451,0.6388
SRSF1,0.2226,0.0715,1.6382
SRSF1,0.0256,0.0084,1.6174
SRSF1,0.1933,0.0694,1.4784
SRSF1,0.1467,0.0311,2.2383
SRSF1,0.4397,0.1248,1.8174
SRSF1,0.1735,0.1002,0.7918
SRSF1,0.1392,0.0291,2.2581
SRSF1,0.2207,0.0565,1.9657
SRSF1,0.2381,0.0606,1.9735
SRSF1,0.2775,0.0614,2.1753
SRSF1,0.1675,0.0562,1.5759
SRSF1,0.1498,0.0681,1.1376
SRSF1,0.2235,0.0520,2.1046
SRSF1,0.1933,0.0483,1.9992
SRSF1,0.0291,0.0105,1.4739
SRSF1,0.2142,0.0511,2.0676
SRSF1,0.2480,0.0396,2.6484
SRSF1,0.3416,0.1145,1.5771
SRSF1,0.3422,0.1397,1.2931
SRSF1,0.1590,0.0653,1.2829
SRSF1,0.2149,0.0778,1.4660
SRSF1,0.2783,0.1021,1.4466
SRSF1,0.3683,0.0696,2.4040
SRSF1,0.1157,0.0292,1.9836
SRSF1,0.3571,0.0856,2.0600
SRSF1,0.0256,0.0070,1.8704
SRSF1,0.3101,0.1086,1.5133
SRSF1,0.0263,0.0093,1.4958
SRSF1,0.3931,0.0950,2.0487
SRSF1,0.2461,0.0539,2.1917
SRSF1,0.1559,0.0711,1.1332
SRSF1,0.3486,0.0430,3.0183
SRSF1,0.2589,0.0497,2.3798
SRSF1,0.0189,0.0040,2.2307
SRSF1,0.2576,0.1046,1.3009
SRSF1,0.1768,0.0429,2.0435
SRSF1,0.3298,0.0416,2.9885
SRSF1,0.1730,0.0612,1.4993
SRSF1,0.3224,0.0999,1.6899
SRSF1,0.2199,0.0845,1.3804
SRSF1,0.1065,0.0178,2.5803
SRSF1,0.2548,0.0673,1.9203
SRSF1,0.0284,0.0084,1.7542
SRSF1,0.0262,0.0076,1.7938
SRSF1,0.2222,0.0404,2.4585
SRSF1,0.2371,0.0529,2.1657
SRSF1,0.0177,0.0029,2.6283
SRSF1,0.0174,0.0046,1.9325
SRSF1,0.0285,0.0043,2.7438
SRSF1,0.0267,0.0043,2.6268
SRSF1,0.0192,0.0063,1.6074
SRSF1,0.2090,0.0611,1.7757
SRSF1,0.3514,0.1092,1.6859
SRSF1,0.2000,0.1067,0.9066
SRSF1,0.3479,0.0894,1.9613
SRSF1,0.2088,0.1171,0.8339
SRSF1,0.3735,0.0519,2.8463
SRSF1,0.0293,0.0100,1.5521
SRSF1,0.2365,0.0866,1.4490
SRSF1,0.4718,0.1361,1.7937
SRSF1,0.1920,0.0544,1.8207
SRSF1,0.2207,0.0799,1.4656
SRSF1,0.0877,0.0222,1.9847
SRSF1,0.2258,0.0702,1.6848
SRSF1,0.2653,0.0730,1.8608
SRSF1,0.3519,0.0935,1.9121
SRSF1,0.0624,0.0243,1.3569
SRSF1,0.2271,0.0719,1.6599
SRSF1,0.2487,0.0583,2.0929
SRSF1,0.2331,0.0819,1.5095
SRSF1,0.2693,0.0705,1.9341
SRSF1,0.2022,0.0662,1.6102
SRSF1,0.2875,0.0674,2.0933
SRSF1,0.3921,0.1069,1.8751
SRSF1,0.1863,0.0655,1.5083
SRSF1,0.2532,0.0538,2.2344
SRSF1,0.3563,0.0957,1.8960
SRSF1,0.0302,0.0151,1.0031
SRSF1,0.2568,0.0687,1.9031
SRSF1,0.2522,0.0571,2.1423
SRSF1,0.1419,0.0538,1.3990
SRSF1,0.2124,0.0781,1.4427
SRSF1,0.2383,0.0712,1.7425
SRSF1,0.1849,0.0527,1.8126
SRSF1,0.1091,0.0310,1.8139
SRSF1,0.1253,0.0560,1.1623
SRSF1,0.2848,0.1083,1.3954
SRSF1,0.2363,0.0522,2.1795
SRSF1,0.2381,0.0603,1.9816
SRSF1,0.2092,0.0413,2.3415
SRSF1,0.0729,0.0486,0.5845
SRSF1,0.0540,0.0200,1.4348
SRSF1,0.2843,0.0565,2.3303
SRSF1,0.1109,0.0319,1.7987
SRSF1,0.2678,0.1154,1.2152
SRSF1,0.0403,0.0192,1.0696
SRSF1,0.3762,0.1641,1.1968
SRSF1,0.3337,0.1057,1.6587
SRSF1,0.1784,0.0670,1.4125
SRSF1,0.0201,0.0020,3.3209
SRSF1,0.1166,0.0276,2.0784
SRSF1,0.0188,0.0028,2.7426
SRSF1,0.2306,0.0483,2.2551
SRSF1,0.2501,0.0687,1.8645
SRSF1,0.1374,0.0489,1.4912
SRSF1,0.0217,0.0019,3.5347
SRSF1,0.0577,0.0514,0.1675
SRSF1,0.1944,0.0441,2.1385
SRSF1,0.0229,0.0060,1.9414
SRSF1,0.0206,0.0149,0.4675
SRSF1,0.1945,0.0400,2.2809
SRSF1,0.1344,0.0474,1.5027
SRSF1,0.0493,0.0394,0.3220
SRSF1,0.2212,0.0822,1.4288
SRSF1,0.1828,0.0503,1.8613
SRSF1,0.2749,0.0513,2.4221
SRSF1,0.0252,0.0042,2.5814
SRSF1,0.1335,0.0454,1.5558
SRSF1,0.3580,0.1223,1.5490
SRSF1,0.2899,0.0855,1.7607
SRSF1,0.2731,0.0536,2.3501
SRSF1,0.1795,0.0303,2.5666
SRSF1,0.1188,0.0379,1.6479
SRSF1,0.2015,0.0585,1.7846
SRSF1,0.1704,0.0345,2.3022
SRSF1,0.1799,0.0430,2.0663
SRSF1,0.1705,0.0534,1.6742
SRSF1,0.1531,0.0444,1.7854
SRSF1,0.0476,0.0118,2.0086
SRSF1,0.2150,0.0542,1.9883
SRSF1,0.1449,0.0443,1.7104
SRSF1,0.1382,0.0359,1.9446
SRSF1,0.1038,0.0185,2.4845
SRSF1,0.2302,0.0805,1.5150
SRSF1,0.0847,0.0285,1.5707
SRSF1,0.3033,0.0626,2.2774
SRSF1,0.2437,0.0399,2.6091
SRSF1,0.3325,0.0839,1.9867
SRSF1,0.1754,0.0425,2.0464
SRSF1,0.3235,0.0629,2.3624
SRSF1,0.3106,0.1144,1.4418
SRSF1,0.3241,0.0773,2.0673
SRSF1,0.2594,0.0580,2.1611
SRSF1,0.2531,0.0601,2.0753
SRSF1,0.3778,0.1131,1.7403
SRSF1,0.1708,0.0506,1.7540
SRSF1,0.3179,0.0620,2.3592
SRSF1,0.2691,0.0318,3.0808
SRSF1,0.2068,0.0592,1.8046
SRSF1,0.0221,0.0100,1.1409
SRSF1,0.1811,0.0497,1.8656
SRSF1,0.1832,0.0407,2.1710
SRSF1,0.3196,0.1127,1.5031
SRSF1,0.2785,0.0711,1.9697
SRSF1,0.4851,0.1401,1.7918
SRSF1,0.1795,0.0544,1.7235
SRSF1,0.1658,0.0239,2.7963
SRSF1,0.1870,0.0571,1.7120
SRSF1,0.1616,0.0503,1.6841
SRSF1,0.1465,0.0405,1.8551
SRSF1,0.2458,0.0405,2.6002
SRSF1,0.3633,0.1088,1.7398
SRSF1,0.1413,0.0643,1.1358
SRSF1,0.2732,0.0457,2.5801
SRSF1,0.2738,0.0894,1.6148
SRSF1,0.4332,0.1147,1.9172
SRSF1,0.2043,0.0606,1.7529
SRSF1,0.4080,0.1770,1.2048
SRSF1,0.0169,0.0034,2.3203
SRSF1,0.2905,0.0731,1.9911
SRSF1,0.1785,0.0501,1.8328
SRSF1,0.2491,0.0805,1.6297
SRSF1,0.1565,0.0542,1.5288
SRSF1,0.2024,0.0573,1.8206
SRSF1,0.1898,0.0836,1.1834
SRSF1,0.3301,0.0564,2.5501
SRSF1,0.4389,0.1197,1.8741
SRSF1,0.3380,0.1053,1.6821
SRSF1,0.2706,0.0981,1.4638
SRSF1,0.1851,0.0673,1.4594
SRSF1,0.2892,0.0947,1.6113
SRSF1,0.1773,0.0636,1.4784
SRSF1,0.2505,0.0832,1.5903
SRSF1,0.2683,0.0864,1.6350
SRSF1,0.2022,0.0405,2.3212
SRSF1,0.1584,0.0582,1.4454
SRSF1,0.1954,0.0703,1.4743
SRSF1,0.2647,0.0770,1.7807
SRSF1,0.3274,0.0702,2.2219
SRSF1,0.1678,0.0251,2.7437
SRSF1,0.2771,0.0975,1.5070
SRSF1,0.0225,0.0055,2.0457
SRSF1,0.0765,0.0236,1.6976
SRSF1,0.2464,0.0644,1.9358
SRSF1,0.1846,0.0470,1.9747
SRSF1,0.0204,0.0038,2.4165
SRSF1,0.3312,0.0831,1.9956
SRSF1,0.2267,0.0772,1.5534
SRSF1,0.2332,0.0494,2.2394
SRSF1,0.3532,0.1350,1.3870
SRSF1,0.3249,0.1439,1.1751
SRSF1,0.2511,0.1256,0.9991
SRSF1,0.3667,0.1498,1.2918
SRSF1,0.3480,0.1044,1.7369
SRSF1,0.3245,0.0907,1.8389
SRSF1,0.2208,0.0670,1.7197
SRSF1,0.3940,0.1196,1.7199
SRSF1,0.2903,0.0738,1.9765
SRSF1,0.2554,0.0987,1.3720
SRSF1,0.1367,0.0577,1.2448
SRSF1,0.2955,0.1084,1.4467
SRSF1,0.3185,0.0835,1.9318
SRSF1,0.3205,0.1216,1.3982
SRSF1,0.3057,0.1235,1.3076
SRSF1,0.2215,0.0851,1.3806
SRSF1,0.0202,0.0050,2.0084
SRSF1,0.3616,0.1467,1.3014
SRSF1,0.3351,0.1156,1.5359
SRSF1,0.2738,0.0916,1.5791
SRSF1,0.3352,0.1318,1.3471
SRSF1,0.3002,0.0996,1.5923
SRSF1,0.1371,0.0162,3.0793
SRSF1,0.2542,0.0735,1.7900
SRSF1,0.3723,0.1366,1.4466
SRSF1,0.2233,0.0630,1.8252
SRSF1,0.3396,0.0852,1.9943
SRSF1,0.3262,0.1111,1.5544
SRSF1,0.2932,0.0881,1.7355
SRSF1,0.3818,0.1281,1.5758
SRSF1,0.2467,0.0746,1.7254
SRSF1,0.0268,0.0096,1.4806
SRSF1,0.3481,0.1245,1.4831
SRSF1,0.2522,0.0575,2.1330
SRSF1,0.2699,0.0991,1.4455
SRSF1,0.0837,0.0636,0.3953
SRSF1,0.1163,0.0379,1.6181
SRSF1,0.2444,0.0635,1.9436
SRSF1,0.2507,0.0802,1.6444
SRSF1,0.1281,0.0749,0.7742
SRSF1,0.2266,0.0794,1.5125
SRSF1,0.3738,0.1638,1.1904
SRSF1,0.2927,0.1030,1.5069
SRSF1,0.1653,0.0695,1.2495
SRSF1,0.2503,0.0955,1.3892
SRSF1,0.2478,0.0776,1.6756
SRSF1,0.1652,0.0436,1.9209
SRSF1,0.2472,0.0838,1.5602
SRSF1,0.2380,0.0532,2.1616
SRSF1,0.0369,0.0050,2.8778
SRSF1,0.3485,0.1361,1.3562
SRSF1,0.1679,0.0412,2.0264
SRSF1,0.2780,0.0760,1.8713
SRSF1,0.2857,0.0889,1.6848
SRSF1,0.2379,0.0817,1.5412
SRSF1,0.3284,0.0886,1.8896
SRSF1,0.2638,0.0678,1.9608
SRSF1,0.2858,0.0800,1.8369
SRSF1,0.1313,0.0355,1.8859
SRSF1,0.4096,0.0915,2.1620
SRSF1,0.3206,0.0825,1.9584
SRSF1,0.3916,0.1034,1.9215
SRSF1,0.3031,0.1165,1.3796
SRSF1,0.2993,0.1071,1.4823
SRSF1,0.2803,0.1097,1.3534
SRSF1,0.2361,0.0589,2.0032
SRSF1,0.2117,0.0744,1.5086
SRSF1,0.3541,0.0993,1.8343
SRSF1,0.2192,0.0550,1.9952
SRSF1,0.2308,0.0650,1.8273
SRSF1,0.3229,0.0714,2.1769
SRSF1,0.2964,0.1199,1.3059
SRSF1,0.2200,0.0765,1.5230
SRSF1,0.3033,0.0834,1.8625
SRSF1,0.2696,0.0809,1.7376
SRSF1,0.2953,0.0803,1.8789
SRSF1,0.1854,0.0742,1.3210
SRSF1,0.3170,0.0975,1.7011
SRSF1,0.1886,0.0624,1.5961
SRSF1,0.2366,0.0578,2.0335
SRSF1,0.2130,0.0538,1.9850
SRSF1,0.2425,0.0757,1.6800
SRSF1,0.0233,0.0087,1.4205
SRSF1,0.0248,0.0063,1.9736
SRSF1,0.3374,0.0868,1.9596
SRSF1,0.0307,0.0066,2.2125
SRSF1,0.1940,0.0800,1.2787
SRSF1,0.2513,0.0930,1.4345
SRSF1,0.3664,0.1119,1.7118
SRSF1,0.2061,0.0331,2.6364
SRSF1,0.3396,0.0546,2.6370
SRSF1,0.4605,0.1008,2.1919
SRSF1,0.2352,0.0742,1.6645
SRSF1,0.3730,0.1169,1.6742
SRSF1,0.2191,0.0790,1.4713
SRSF1,0.3933,0.1293,1.6055
SRSF1,0.3517,0.1317,1.4170
SRSF1,0.1614,0.0849,0.9268
SRSF1,0.2318,0.0775,1.5814
SRSF1,0.2184,0.0682,1.6787
SRSF1,0.2632,0.0785,1.7452
SRSF1,0.1431,0.0438,1.7070
SRSF1,0.1945,0.0567,1.7775
SRSF1,0.4361,0.1222,1.8357
SRSF1,0.0675,0.0102,2.7199
SRSF1,0.2497,0.0809,1.6261
SRSF1,0.2521,0.0885,1.5107
SRSF1,0.2212,0.0890,1.3143
SRSF1,0.1983,0.0725,1.4519
SRSF1,0.2054,0.0991,1.0520
SRSF1,0.2249,0.0781,1.5260
SRSF1,0.2130,0.0805,1.4042
SRSF1,0.3605,0.0761,2.2440
SRSF1,0.2126,0.0739,1.5239
SRSF1,0.0347,0.0078,2.1521
SRSF1,0.3673,0.0817,2.1693
SRSF1,0.3081,0.0598,2.3661
SRSF1,0.4717,0.1304,1.8553
SRSF1,0.2841,0.0830,1.7751
SRSF1,0.2594,0.0865,1.5850
SRSF1,0.2858,0.0843,1.7605
SRSF1,0.2293,0.0728,1.6557
SRSF1,0.2278,0.0828,1.4592
SRSF1,0.2875,0.0949,1.5991
SRSF1,0.4034,0.1112,1.8596
SRSF1,0.3155,0.0931,1.7602
SRSF1,0.5006,0.1887,1.4078
SRSF1,0.3903,0.1225,1.6720
SRSF1,0.4705,0.1465,1.6833
SRSF1,0.3500,0.1103,1.6662
SRSF1,0.1920,0.0243,2.9794
SRSF1,0.2045,0.0680,1.5892
SRSF1,0.2414,0.0575,2.0696
SRSF1,0.4095,0.0972,2.0741
SRSF1,0.2901,0.0880,1.7206
SRSF1,0.3002,0.0957,1.6498
SRSF1,0.2137,0.0397,2.4270
SRSF1,0.2391,0.0664,1.8488
SRSF1,0.3782,0.1091,1.7931
SRSF1,0.2271,0.0886,1.3575
SRSF1,0.3667,0.1339,1.4537
SRSF1,0.3208,0.0778,2.0444
SRSF1,0.2601,0.0764,1.7667
SRSF1,0.1007,0.0227,2.1506
SRSF1,0.2232,0.0846,1.3995
SRSF1,0.2674,0.0684,1.9660
SRSF1,0.3221,0.0661,2.2848
SRSF1,0.2690,0.0327,3.0424
SRSF1,0.1499,0.0247,2.6021
SRSF1,0.4912,0.1206,2.0257
SRSF1,0.4631,0.1126,2.0408
SRSF1,0.2757,0.0833,1.7272
SRSF1,0.4082,0.1093,1.9009
SRSF1,0.3430,0.1100,1.6408
SRSF1,0.1756,0.0634,1.4706
SRSF1,0.2196,0.0596,1.8827
SRSF1,0.4077,0.1528,1.4157
SRSF1,0.0853,0.0177,2.2714
SRSF1,0.2679,0.0651,2.0412
SRSF1,0.4653,0.1126,2.0465
SRSF1,0.2211,0.0582,1.9262
SRSF1,0.3104,0.0581,2.4173
SRSF1,0.0570,0.0242,1.2342
SRSF1,0.3645,0.0887,2.0397
SRSF1,0.2754,0.0680,2.0167
SRSF1,0.3178,0.1184,1.4245
SRSF1,0.4148,0.1100,1.9145
SRSF1,0.2028,0.0427,2.2492
SRSF1,0.2104,0.0585,1.8476
SRSF1,0.3113,0.0741,2.0700
SRSF1,0.2439,0.0688,1.8250
SRSF1,0.0526,0.0225,1.2283
SRSF1,0.3771,0.1395,1.4349
SRSF1,0.2339,0.0867,1.4328
SRSF1,0.3838,0.0884,2.1175
SRSF1,0.0186,0.0057,1.7161
SRSF1,0.3426,0.0440,2.9595
SRSF1,0.4692,0.1202,1.9643
SRSF1,0.0836,0.0200,2.0620
SRSF1,0.5395,0.1361,1.9871
SRSF1,0.3654,0.0921,1.9877
SRSF1,0.3470,0.1275,1.4443
SRSF1,0.3550,0.0673,2.3984
SRSF1,0.4454,0.0722,2.6245
SRSF1,0.2760,0.0590,2.2247
SRSF1,0.2873,0.0969,1.5673
SRSF1,0.3440,0.0677,2.3444
SRSF1,0.3647,0.1226,1.5730
SRSF1,0.2323,0.0816,1.5102
SRSF1,0.4958,0.1675,1.5660
SRSF1,0.2395,0.0572,2.0657
SRSF1,0.4493,0.1272,1.8207
SRSF1,0.3528,0.1335,1.4022
SRSF1,0.1725,0.0363,2.2481
SRSF1,0.3036,0.1155,1.3942
SRSF1,0.2924,0.1043,1.4872
SRSF1,0.0536,0.0188,1.5138
SRSF1,0.1773,0.0574,1.6258
SRSF1,0.3795,0.1202,1.6588
SRSF1,0.3963,0.0787,2.3314
SRSF1,0.1478,0.0448,1.7218
SRSF1,0.2077,0.0738,1.4937
SRSF1,0.3278,0.1041,1.6546
SRSF1,0.4284,0.1204,1.8307
SRSF1,0.3198,0.0853,1.9067
SRSF1,0.4619,0.1407,1.7151
SRSF1,0.0256,0.0086,1.5661
SRSF1,0.2509,0.0662,1.9229
SRSF1,0.3331,0.0855,1.9626
SRSF1,0.4078,0.1178,1.7918
SRSF1,0.3535,0.1348,1.3913
SRSF1,0.2280,0.0735,1.6330
SRSF1,0.3458,0.1207,1.5183
SRSF1,0.4352,0.1364,1.6736
SRSF1,0.1681,0.0582,1.5294
SRSF1,0.1761,0.0430,2.0348
SRSF1,0.3417,0.0934,1.8712
SRSF1,0.3746,0.1359,1.4631
SRSF1,0.3522,0.1072,1.7167
SRSF1,0.1629,0.0503,1.6964
SRSF1,0.2328,0.0608,1.9380
SRSF1,0.3793,0.1876,1.0154
SRSF1,0.0573,0.0264,1.1177
SRSF1,0.3591,0.0921,1.9636
SRSF1,0.2082,0.1053,0.9842
SRSF1,0.4092,0.1174,1.8020
SRSF1,0.4044,0.1425,1.5046
SRSF1,0.2617,0.0960,1.4459
SRSF1,0.3759,0.1314,1.5163
SRSF1,0.2062,0.0760,1.4402
SRSF1,0.4206,0.1030,2.0296
SRSF1,0.0378,0.0087,2.1169
SRSF1,0.2387,0.0760,1.6522
SRSF1,0.3390,0.0555,2.6111
SRSF1,0.2648,0.0709,1.9008
SRSF1,0.2655,0.0705,1.9133
SRSF1,0.2411,0.0936,1.3658
SRSF1,0.2889,0.0956,1.5951
SRSF1,0.2655,0.0491,2.4356
SRSF1,0.2957,0.0338,3.1282
SRSF1,0.2688,0.0333,3.0133
SRSF1,0.2301,0.0772,1.5754
SRSF1,0.1939,0.0960,1.0151
SRSF1,0.1207,0.0319,1.9202
SRSF1,0.1953,0.0260,2.9095
SRSF1,0.2603,0.0351,2.8913
