Gene,nascentRNA,PCNA,ratio
PIM2,0.3695,0.0657,2.4923
PIM2,0.1888,0.0436,2.1150
PIM2,0.2249,0.0691,1.7029
PIM2,0.2067,0.0451,2.1950
PIM2,0.1692,0.0741,1.1908
PIM2,0.2398,0.0453,2.4031
PIM2,0.2185,0.1129,0.9522
PIM2,0.2313,0.0548,2.0772
PIM2,0.1896,0.0639,1.5687
PIM2,0.2403,0.0407,2.5609
PIM2,0.2275,0.0509,2.1596
PIM2,0.2213,0.0542,2.0308
PIM2,0.1642,0.0590,1.4773
PIM2,0.2822,0.0485,2.5398
PIM2,0.2914,0.0489,2.5761
PIM2,0.1824,0.0500,1.8665
PIM2,0.2120,0.0416,2.3495
PIM2,0.1867,0.0465,2.0044
PIM2,0.3274,0.0572,2.5159
PIM2,0.2292,0.0479,2.2571
PIM2,0.2617,0.0448,2.5463
PIM2,0.2727,0.0661,2.0446
PIM2,0.2713,0.0482,2.4940
PIM2,0.2048,0.0433,2.2409
PIM2,0.2021,0.0620,1.7042
PIM2,0.2314,0.0772,1.5838
PIM2,0.3644,0.0751,2.2778
PIM2,0.4176,0.1354,1.6248
PIM2,0.2541,0.0581,2.1287
PIM2,0.2079,0.0405,2.3594
PIM2,0.2122,0.0423,2.3256
PIM2,0.2533,0.0569,2.1535
PIM2,0.1492,0.0276,2.4324
PIM2,0.2189,0.0414,2.4036
PIM2,0.1747,0.0938,0.8976
PIM2,0.2240,0.0590,1.9261
PIM2,0.2030,0.0435,2.2229
PIM2,0.0255,0.0057,2.1660
PIM2,0.2377,0.0500,2.2477
PIM2,0.2336,0.0566,2.0450
PIM2,0.2495,0.0951,1.3914
PIM2,0.0972,0.0210,2.2096
PIM2,0.2399,0.0635,1.9166
PIM2,0.2151,0.0607,1.8250
PIM2,0.2577,0.0658,1.9698
PIM2,0.2339,0.0798,1.5520
PIM2,0.3292,0.1486,1.1470
PIM2,0.3789,0.1376,1.4616
PIM2,0.2227,0.0757,1.5558
PIM2,0.2390,0.0544,2.1357
PIM2,0.0442,0.0359,0.2986
PIM2,0.1688,0.0320,2.4001
PIM2,0.2843,0.0919,1.6291
PIM2,0.1675,0.0309,2.4396
PIM2,0.2242,0.0549,2.0304
PIM2,0.2032,0.0776,1.3887
PIM2,0.2337,0.0597,1.9677
PIM2,0.2940,0.0920,1.6760
PIM2,0.3569,0.1068,1.7411
PIM2,0.3335,0.1096,1.6055
PIM2,0.2162,0.0715,1.5958
PIM2,0.2443,0.0601,2.0225
PIM2,0.2812,0.0820,1.7781
PIM2,0.2614,0.0840,1.6370
PIM2,0.2284,0.0638,1.8396
PIM2,0.2631,0.0915,1.5229
PIM2,0.3221,0.1167,1.4649
PIM2,0.2084,0.0465,2.1653
PIM2,0.3943,0.1555,1.3426
PIM2,0.2262,0.0594,1.9301
PIM2,0.2733,0.0797,1.7767
PIM2,0.3993,0.1431,1.4808
PIM2,0.3119,0.0761,2.0344
PIM2,0.1719,0.0461,1.9000
PIM2,0.2721,0.0815,1.7398
PIM2,0.3141,0.1345,1.2239
PIM2,0.2325,0.0581,2.0014
PIM2,0.0353,0.0284,0.3112
PIM2,0.2306,0.0614,1.9085
PIM2,0.3159,0.0985,1.6804
PIM2,0.2016,0.0508,1.9901
PIM2,0.3220,0.1147,1.4891
PIM2,0.3985,0.1404,1.5046
PIM2,0.2754,0.0869,1.6641
PIM2,0.2251,0.0581,1.9532
PIM2,0.1804,0.0465,1.9557
PIM2,0.2418,0.0710,1.7680
PIM2,0.0199,0.0107,0.8995
PIM2,0.4395,0.1001,2.1349
PIM2,0.2201,0.0465,2.2438
PIM2,0.1508,0.0453,1.7360
PIM2,0.0195,0.0082,1.2554
PIM2,0.1183,0.0273,2.1156
PIM2,0.3794,0.0820,2.2104
PIM2,0.3583,0.0812,2.1407
PIM2,0.2655,0.1082,1.2947
PIM2,0.2022,0.0475,2.0889
PIM2,0.2848,0.0539,2.4016
PIM2,0.5271,0.1676,1.6527
PIM2,0.0150,0.0032,2.2305
PIM2,0.1551,0.0487,1.6725
PIM2,0.2368,0.0452,2.3892
PIM2,0.2127,0.0737,1.5293
PIM2,0.2350,0.1130,1.0556
PIM2,0.1695,0.0372,2.1872
PIM2,0.2790,0.0891,1.6461
PIM2,0.1661,0.0490,1.7617
PIM2,0.2093,0.0529,1.9841
PIM2,0.2412,0.0496,2.2833
PIM2,0.0210,0.0142,0.5639
PIM2,0.3682,0.1075,1.7757
PIM2,0.2815,0.1055,1.4157
PIM2,0.1093,0.0252,2.1188
PIM2,0.4137,0.0878,2.2361
PIM2,0.2656,0.0600,2.1460
PIM2,0.2476,0.0532,2.2191
PIM2,0.2487,0.0610,2.0284
PIM2,0.2667,0.1172,1.1860
PIM2,0.2178,0.0500,2.1228
PIM2,0.2504,0.0482,2.3760
PIM2,0.2426,0.0613,1.9852
PIM2,0.2783,0.0557,2.3216
PIM2,0.2393,0.0563,2.0865
PIM2,0.2121,0.1099,0.9490
PIM2,0.1675,0.0507,1.7240
PIM2,0.1860,0.0557,1.7386
PIM2,0.2179,0.1046,1.0581
PIM2,0.0188,0.0068,1.4744
PIM2,0.0953,0.0335,1.5072
PIM2,0.2292,0.0459,2.3214
PIM2,0.2242,0.0782,1.5192
PIM2,0.2821,0.0549,2.3604
PIM2,0.2246,0.0405,2.4724
PIM2,0.2375,0.0506,2.2312
PIM2,0.1995,0.0462,2.1109
PIM2,0.0195,0.0089,1.1351
PIM2,0.2485,0.0487,2.3517
PIM2,0.4248,0.0876,2.2779
PIM2,0.1815,0.0545,1.7356
PIM2,0.2470,0.0984,1.3274
PIM2,0.3688,0.0831,2.1499
PIM2,0.1497,0.0462,1.6980
PIM2,0.0158,0.0068,1.2229
PIM2,0.2287,0.0904,1.3391
PIM2,0.2457,0.0590,2.0581
PIM2,0.2338,0.0999,1.2273
PIM2,0.3219,0.1260,1.3534
PIM2,0.1503,0.0481,1.6445
PIM2,0.2451,0.0488,2.3283
PIM2,0.2749,0.0533,2.3681
PIM2,0.0173,0.0064,1.4322
PIM2,0.2039,0.1232,0.7271
PIM2,0.2384,0.0503,2.2435
PIM2,0.0180,0.0114,0.6635
PIM2,0.1928,0.0715,1.4316
PIM2,0.1309,0.0392,1.7398
PIM2,0.2251,0.1079,1.0603
PIM2,0.0203,0.0101,1.0005
PIM2,0.2920,0.0645,2.1786
PIM2,0.2197,0.0545,2.0108
PIM2,0.0233,0.0203,0.1998
PIM2,0.0206,0.0132,0.6504
PIM2,0.2179,0.0427,2.3503
PIM2,0.2482,0.0460,2.4317
PIM2,0.2299,0.0509,2.1758
PIM2,0.2041,0.0525,1.9577
PIM2,0.2350,0.0500,2.2317
PIM2,0.2492,0.0531,2.2307
PIM2,0.2221,0.0848,1.3887
PIM2,0.1891,0.0582,1.6985
PIM2,0.2298,0.0568,2.0164
PIM2,0.2284,0.0506,2.1747
PIM2,0.1857,0.0494,1.9107
PIM2,0.2368,0.0556,2.0917
PIM2,0.2083,0.0826,1.3336
PIM2,0.1287,0.0383,1.7467
PIM2,0.2448,0.0631,1.9548
PIM2,0.2570,0.0543,2.2419
PIM2,0.2063,0.1019,1.0168
PIM2,0.2491,0.0482,2.3701
PIM2,0.3031,0.1037,1.5469
PIM2,0.2884,0.1144,1.3341
PIM2,0.2461,0.0690,1.8354
PIM2,0.4239,0.0912,2.2160
PIM2,0.2466,0.0578,2.0943
PIM2,0.1923,0.0945,1.0247
PIM2,0.3243,0.0789,2.0384
PIM2,0.2241,0.0592,1.9212
PIM2,0.3574,0.1025,1.8013
PIM2,0.2542,0.0643,1.9821
PIM2,0.2514,0.0548,2.1973
PIM2,0.2652,0.1267,1.0661
PIM2,0.2321,0.0626,1.8895
PIM2,0.2232,0.0562,1.9890
PIM2,0.2160,0.0479,2.1742
PIM2,0.1266,0.0605,1.0664
PIM2,0.0163,0.0046,1.8155
PIM2,0.2302,0.0577,1.9959
PIM2,0.0180,0.0087,1.0586
PIM2,0.3465,0.2385,0.5389
PIM2,0.0823,0.0419,0.9750
PIM2,0.1998,0.0454,2.1382
PIM2,0.1939,0.0566,1.7772
PIM2,0.0146,0.0030,2.2765
PIM2,0.0208,0.0111,0.8990
PIM2,0.0188,0.0092,1.0219
PIM2,0.3128,0.1041,1.5872
PIM2,0.0218,0.0140,0.6327
PIM2,0.3978,0.0887,2.1651
PIM2,0.2886,0.0585,2.3020
PIM2,0.0210,0.0132,0.6764
PIM2,0.2477,0.0585,2.0813
PIM2,0.2968,0.0547,2.4411
PIM2,0.0173,0.0071,1.2801
PIM2,0.1820,0.0493,1.8845
PIM2,0.2023,0.0510,1.9865
PIM2,0.2521,0.0573,2.1385
PIM2,0.2461,0.0757,1.7006
PIM2,0.2557,0.0709,1.8511
PIM2,0.2848,0.0517,2.4629
PIM2,0.2622,0.0889,1.5600
PIM2,0.3082,0.0746,2.0464
PIM2,0.1304,0.0684,0.9316
PIM2,0.1683,0.0528,1.6731
PIM2,0.2447,0.0596,2.0367
PIM2,0.0210,0.0110,0.9317
PIM2,0.2854,0.0655,2.1246
PIM2,0.2705,0.1251,1.1121
PIM2,0.3038,0.1191,1.3507
PIM2,0.2267,0.0680,1.7377
PIM2,0.2328,0.0476,2.2906
PIM2,0.2950,0.0538,2.4557
PIM2,0.2037,0.0340,2.5838
PIM2,0.2728,0.0570,2.2577
PIM2,0.2954,0.0733,2.0112
PIM2,0.1919,0.0584,1.7170
PIM2,0.2717,0.0424,2.6788
PIM2,0.2318,0.0799,1.5358
PIM2,0.2005,0.0489,2.0349
PIM2,0.2883,0.0515,2.4851
PIM2,0.2013,0.0519,1.9553
PIM2,0.1739,0.0534,1.7044
PIM2,0.2762,0.0590,2.2271
PIM2,0.2879,0.1186,1.2794
PIM2,0.2764,0.0441,2.6487
PIM2,0.1937,0.0465,2.0589
PIM2,0.2946,0.1063,1.4712
PIM2,0.1163,0.0496,1.2311
PIM2,0.2384,0.0867,1.4597
PIM2,0.2236,0.0657,1.7678
PIM2,0.3228,0.1196,1.4329
PIM2,0.2660,0.0972,1.4525
PIM2,0.2174,0.0641,1.7610
PIM2,0.2515,0.0791,1.6691
PIM2,0.2728,0.0609,2.1631
PIM2,0.2672,0.0875,1.6106
PIM2,0.1917,0.0544,1.8181
PIM2,0.1674,0.0515,1.7011
PIM2,0.2537,0.0789,1.6854
PIM2,0.0216,0.0146,0.5665
PIM2,0.2626,0.0835,1.6521
PIM2,0.2383,0.0825,1.5313
PIM2,0.2764,0.0810,1.7714
PIM2,0.1569,0.0457,1.7791
PIM2,0.1772,0.0522,1.7638
PIM2,0.0150,0.0043,1.8155
PIM2,0.2502,0.0661,1.9195
PIM2,0.2690,0.0679,1.9857
PIM2,0.1712,0.0577,1.5683
PIM2,0.0161,0.0045,1.8324
PIM2,0.1714,0.0480,1.8370
PIM2,0.1745,0.0420,2.0533
PIM2,0.1910,0.0560,1.7699
PIM2,0.2003,0.0459,2.1247
PIM2,0.1661,0.0562,1.5632
PIM2,0.1358,0.0392,1.7922
PIM2,0.1705,0.0415,2.0388
PIM2,0.2650,0.0796,1.7358
PIM2,0.2059,0.0525,1.9707
PIM2,0.3027,0.0970,1.6412
PIM2,0.2857,0.1055,1.4378
PIM2,0.2755,0.0614,2.1648
PIM2,0.1478,0.0567,1.3813
PIM2,0.1947,0.0460,2.0826
PIM2,0.0167,0.0052,1.6963
PIM2,0.1343,0.0408,1.7190
PIM2,0.1631,0.0392,2.0588
PIM2,0.1438,0.0348,2.0470
PIM2,0.1753,0.0512,1.7763
PIM2,0.1534,0.0457,1.7486
PIM2,0.0450,0.0156,1.5260
PIM2,0.2398,0.0580,2.0472
PIM2,0.0818,0.0334,1.2935
PIM2,0.2831,0.0496,2.5133
PIM2,0.0986,0.0243,2.0205
PIM2,0.1762,0.0322,2.4533
PIM2,0.0567,0.0141,2.0067
PIM2,0.2435,0.0622,1.9693
PIM2,0.1362,0.0554,1.2995
PIM2,0.3059,0.0811,1.9146
PIM2,0.3031,0.0903,1.7479
PIM2,0.2110,0.0429,2.2978
PIM2,0.2788,0.0885,1.6558
PIM2,0.0398,0.0584,-0.5529
PIM2,0.2653,0.0877,1.5966
PIM2,0.1985,0.0389,2.3500
PIM2,0.1047,0.0223,2.2307
PIM2,0.2249,0.0605,1.8935
PIM2,0.2028,0.0593,1.7726
PIM2,0.2008,0.0507,1.9853
PIM2,0.2878,0.0765,1.9112
PIM2,0.2841,0.0925,1.6189
PIM2,0.2917,0.0545,2.4203
PIM2,0.2782,0.0938,1.5681
PIM2,0.2417,0.0733,1.7225
PIM2,0.3061,0.0640,2.2576
PIM2,0.0176,0.0103,0.7751
PIM2,0.0744,0.0369,1.0119
PIM2,0.2789,0.0807,1.7884
PIM2,0.4497,0.0956,2.2344
PIM2,0.3157,0.0985,1.6805
PIM2,0.0661,0.0435,0.6022
PIM2,0.2857,0.0541,2.4008
PIM2,0.2220,0.0486,2.1900
PIM2,0.1538,0.0315,2.2884
PIM2,0.2438,0.0614,1.9886
PIM2,0.2209,0.0523,2.0782
PIM2,0.2632,0.0491,2.4229
PIM2,0.1426,0.0314,2.1854
PIM2,0.4313,0.1155,1.9010
PIM2,0.4038,0.0856,2.2374
PIM2,0.1485,0.0413,1.8454
PIM2,0.2502,0.0570,2.1349
PIM2,0.2134,0.0892,1.2589
PIM2,0.2568,0.0997,1.3652
PIM2,0.3702,0.1300,1.5100
PIM2,0.1980,0.0449,2.1401
PIM2,0.2271,0.0556,2.0293
PIM2,0.2469,0.0542,2.1886
PIM2,0.4037,0.1225,1.7205
PIM2,0.2227,0.0551,2.0144
PIM2,0.2601,0.0749,1.7964
PIM2,0.4955,0.1694,1.5490
PIM2,0.3350,0.1267,1.4024
PIM2,0.2624,0.0648,2.0186
PIM2,0.3080,0.0970,1.6672
PIM2,0.1914,0.0451,2.0842
PIM2,0.0426,0.0415,0.0344
PIM2,0.2655,0.0772,1.7823
PIM2,0.2927,0.1215,1.2683
PIM2,0.2744,0.0630,2.1227
PIM2,0.2814,0.0509,2.4684
PIM2,0.0224,0.0152,0.5641
PIM2,0.2559,0.0675,1.9233
PIM2,0.3873,0.0964,2.0060
PIM2,0.3322,0.0726,2.1937
PIM2,0.2255,0.0552,2.0307
PIM2,0.3016,0.0925,1.7046
PIM2,0.4456,0.1267,1.8143
PIM2,0.3179,0.0809,1.9737
PIM2,0.2746,0.1131,1.2801
PIM2,0.2410,0.0602,2.0007
PIM2,0.3728,0.2126,0.8102
PIM2,0.2051,0.0519,1.9823
PIM2,0.3116,0.0714,2.1261
PIM2,0.2427,0.0571,2.0874
PIM2,0.3015,0.0666,2.1775
PIM2,0.2627,0.0838,1.6492
PIM2,0.2275,0.0616,1.8844
PIM2,0.2667,0.0578,2.2056
PIM2,0.2990,0.0745,2.0047
PIM2,0.2620,0.0501,2.3880
PIM2,0.2636,0.0632,2.0610
PIM2,0.2396,0.0756,1.6636
PIM2,0.3265,0.0686,2.2509
PIM2,0.2622,0.0573,2.1945
PIM2,0.2120,0.0446,2.2489
PIM2,0.4087,0.0897,2.1876
PIM2,0.2779,0.0711,1.9673
PIM2,0.3019,0.0800,1.9157
PIM2,0.2200,0.0463,2.2484
PIM2,0.2407,0.0567,2.0854
PIM2,0.3155,0.0548,2.5261
PIM2,0.2675,0.0502,2.4129
PIM2,0.3131,0.0652,2.2639
PIM2,0.3121,0.0606,2.3634
PIM2,0.2520,0.0546,2.2066
PIM2,0.2340,0.0522,2.1652
PIM2,0.2764,0.0522,2.4035
PIM2,0.2815,0.0603,2.2228
PIM2,0.2435,0.0569,2.0962
PIM2,0.2555,0.0456,2.4875
PIM2,0.2539,0.0516,2.2993
PIM2,0.2698,0.0541,2.3192
PIM2,0.1919,0.0363,2.4023
PIM2,0.3091,0.0566,2.4501
PIM2,0.2670,0.0583,2.1956
PIM2,0.2644,0.0703,1.9105
PIM2,0.2339,0.0526,2.1526
PIM2,0.2074,0.0500,2.0536
PIM2,0.3488,0.0751,2.2150
PIM2,0.2365,0.0615,1.9433
PIM2,0.2192,0.0436,2.3303
PIM2,0.3097,0.0686,2.1737
PIM2,0.1989,0.0526,1.9184
PIM2,0.3176,0.0662,2.2617
PIM2,0.2827,0.0578,2.2890
PIM2,0.2988,0.0562,2.4105
PIM2,0.3031,0.0617,2.2966
PIM2,0.3025,0.0743,2.0257
PIM2,0.2708,0.0546,2.3113
PIM2,0.1928,0.0507,1.9282
PIM2,0.2751,0.0549,2.3246
PIM2,0.3584,0.1399,1.3573
PIM2,0.2354,0.0476,2.3060
PIM2,0.2589,0.0560,2.2099
PIM2,0.2317,0.0502,2.2066
PIM2,0.3591,0.0764,2.2334
PIM2,0.3560,0.0730,2.2856
PIM2,0.2978,0.0620,2.2630
PIM2,0.2062,0.0547,1.9145
PIM2,0.2738,0.0613,2.1605
PIM2,0.2414,0.0519,2.2172
PIM2,0.3582,0.0720,2.3141
PIM2,0.2258,0.0469,2.2663
PIM2,0.2423,0.0490,2.3050
PIM2,0.4138,0.1453,1.5095
PIM2,0.2662,0.0636,2.0655
PIM2,0.2974,0.0655,2.1823
PIM2,0.2820,0.0455,2.6336
PIM2,0.2235,0.0587,1.9280
PIM2,0.3452,0.0654,2.3992
PIM2,0.1767,0.0433,2.0289
PIM2,0.2296,0.0501,2.1974
PIM2,0.3427,0.0830,2.0453
PIM2,0.2625,0.0558,2.2347
PIM2,0.3444,0.0644,2.4199
PIM2,0.2196,0.0662,1.7301
PIM2,0.2505,0.0548,2.1939
PIM2,0.3621,0.0919,1.9777
PIM2,0.2496,0.0575,2.1187
PIM2,0.2486,0.0524,2.2447
PIM2,0.2651,0.0744,1.8326
PIM2,0.3261,0.0740,2.1397
PIM2,0.2158,0.0462,2.2242
PIM2,0.3077,0.0955,1.6875
PIM2,0.2494,0.0514,2.2791
PIM2,0.3165,0.0789,2.0045
PIM2,0.2596,0.0699,1.8921
PIM2,0.2042,0.0435,2.2297
PIM2,0.3052,0.0791,1.9475
PIM2,0.2496,0.0579,2.1071
PIM2,0.3822,0.0865,2.1434
PIM2,0.2297,0.0475,2.2729
PIM2,0.3597,0.0647,2.4740
PIM2,0.2420,0.0560,2.1128
PIM2,0.2336,0.0635,1.8791
PIM2,0.2573,0.0540,2.2534
PIM2,0.4396,0.0969,2.1814
PIM2,0.2941,0.0741,1.9888
PIM2,0.2419,0.0552,2.1314
PIM2,0.0886,0.0653,0.4412
PIM2,0.2188,0.0481,2.1847
PIM2,0.3344,0.0869,1.9449
PIM2,0.3149,0.0712,2.1442
PIM2,0.3058,0.0705,2.1174
PIM2,0.3497,0.0822,2.0885
PIM2,0.3849,0.0417,3.2057
PIM2,0.2463,0.0459,2.4228
PIM2,0.3066,0.0720,2.0912
PIM2,0.1806,0.0344,2.3927
PIM2,0.2515,0.0711,1.8222
PIM2,0.2763,0.0504,2.4538
PIM2,0.2434,0.0451,2.4311
PIM2,0.2758,0.0537,2.3617
PIM2,0.2415,0.0498,2.2765
PIM2,0.2091,0.0516,2.0187
PIM2,0.2116,0.0553,1.9375
PIM2,0.5021,0.0880,2.5124
PIM2,0.3081,0.0641,2.2640
PIM2,0.3086,0.0539,2.5168
PIM2,0.2158,0.0476,2.1806
PIM2,0.2811,0.0496,2.5032
PIM2,0.3419,0.0750,2.1881
PIM2,0.2980,0.0627,2.2489
PIM2,0.3240,0.0766,2.0814
PIM2,0.2128,0.0453,2.2321
PIM2,0.2521,0.0518,2.2830
PIM2,0.2496,0.0536,2.2205
PIM2,0.3560,0.0803,2.1476
PIM2,0.2146,0.0642,1.7402
PIM2,0.2109,0.0565,1.8988
PIM2,0.0194,0.0079,1.2914
PIM2,0.2482,0.0524,2.2431
PIM2,0.1474,0.0601,1.2947
PIM2,0.2869,0.0527,2.4459
PIM2,0.5230,0.1021,2.3573
PIM2,0.5134,0.1171,2.1327
PIM2,0.2718,0.0564,2.2693
PIM2,0.0157,0.0063,1.3192
PIM2,0.2132,0.0643,1.7293
PIM2,0.2998,0.0790,1.9247
PIM2,0.5025,0.1046,2.2649
PIM2,0.3969,0.0856,2.2123
PIM2,0.3163,0.0805,1.9744
PIM2,0.1867,0.0655,1.5108
PIM2,0.3072,0.0630,2.2845
PIM2,0.3159,0.0666,2.2451
PIM2,0.3644,0.0659,2.4673
PIM2,0.5314,0.1019,2.3827
PIM2,0.3035,0.0596,2.3494
PIM2,0.2712,0.0822,1.7230
PIM2,0.3426,0.0814,2.0740
PIM2,0.2936,0.0541,2.4402
PIM2,0.2724,0.0601,2.1814
PIM2,0.0157,0.0093,0.7521
PIM2,0.3551,0.0779,2.1884
PIM2,0.0176,0.0084,1.0646
PIM2,0.3023,0.1097,1.4626
PIM2,0.3343,0.0633,2.3999
PIM2,0.4367,0.1148,1.9271
PIM2,0.2187,0.0733,1.5766
PIM2,0.2760,0.0671,2.0399
PIM2,0.4261,0.1072,1.9911
PIM2,0.2503,0.0513,2.2874
PIM2,0.0148,0.0042,1.8167
PIM2,0.3662,0.1263,1.5357
PIM2,0.2752,0.0603,2.1906
PIM2,0.3667,0.0860,2.0929
PIM2,0.4848,0.0966,2.3270
PIM2,0.2671,0.0614,2.1203
PIM2,0.0130,0.0070,0.8871
PIM2,0.0616,0.0262,1.2321
PIM2,0.2709,0.0703,1.9462
PIM2,0.2510,0.0699,1.8445
PIM2,0.2471,0.0673,1.8772
PIM2,0.2261,0.0585,1.9508
PIM2,0.3030,0.0947,1.6779
PIM2,0.1817,0.0389,2.2224
PIM2,0.3467,0.0779,2.1543
PIM2,0.3131,0.1006,1.6384
PIM2,0.2017,0.0684,1.5604
PIM2,0.3315,0.0856,1.9536
PIM2,0.2417,0.0439,2.4605
PIM2,0.4334,0.0914,2.2449
PIM2,0.2425,0.0589,2.0407
PIM2,0.2379,0.0585,2.0239
PIM2,0.2489,0.0592,2.0712
PIM2,0.2154,0.0561,1.9420
PIM2,0.2440,0.0497,2.2954
PIM2,0.0185,0.0103,0.8491
PIM2,0.2014,0.0751,1.4230
PIM2,0.2140,0.0434,2.3027
PIM2,0.2331,0.0425,2.4563
PIM2,0.2649,0.0646,2.0369
PIM2,0.2601,0.0898,1.5348
PIM2,0.2639,0.0902,1.5489
PIM2,0.3381,0.0806,2.0689
PIM2,0.4009,0.0930,2.1087
PIM2,0.1845,0.0580,1.6685
PIM2,0.3304,0.0994,1.7330
PIM2,0.2216,0.0613,1.8534
PIM2,0.2860,0.0780,1.8743
PIM2,0.2882,0.1094,1.3971
PIM2,0.2278,0.0502,2.1833
PIM2,0.2902,0.0550,2.3995
PIM2,0.2256,0.0681,1.7281
PIM2,0.2463,0.0534,2.2060
PIM2,0.3516,0.0918,1.9367
PIM2,0.2594,0.0761,1.7701
PIM2,0.2559,0.0814,1.6528
PIM2,0.0370,0.0682,-0.8813
PIM2,0.3148,0.0850,1.8890
PIM2,0.2570,0.0519,2.3085
PIM2,0.2017,0.0518,1.9610
PIM2,0.3132,0.1097,1.5143
PIM2,0.3829,0.1250,1.6155
PIM2,0.2562,0.0733,1.8058
PIM2,0.2512,0.0570,2.1411
PIM2,0.2177,0.0673,1.6934
PIM2,0.2979,0.0771,1.9491
PIM2,0.2180,0.0541,2.0110
PIM2,0.4751,0.2847,0.7385
PIM2,0.2781,0.0677,2.0393
PIM2,0.2414,0.0603,2.0001
PIM2,0.2500,0.0685,1.8682
PIM2,0.3402,0.1344,1.3404
PIM2,0.2700,0.0957,1.4955
PIM2,0.2084,0.0531,1.9732
PIM2,0.2492,0.0653,1.9329
PIM2,0.3085,0.1112,1.4717
PIM2,0.2213,0.0472,2.2279
PIM2,0.3216,0.0806,1.9959
PIM2,0.2878,0.0717,2.0054
PIM2,0.2423,0.0646,1.9082
PIM2,0.4372,0.0809,2.4347
PIM2,0.2286,0.0575,1.9922
PIM2,0.1753,0.0482,1.8615
PIM2,0.3447,0.0677,2.3483
PIM2,0.2165,0.0536,2.0146
PIM2,0.1793,0.0599,1.5829
PIM2,0.2475,0.0564,2.1351
PIM2,0.3607,0.0906,1.9930
PIM2,0.1984,0.0423,2.2294
PIM2,0.2486,0.0591,2.0727
PIM2,0.2888,0.0649,2.1536
PIM2,0.4114,0.1906,1.1096
PIM2,0.2751,0.0640,2.1036
PIM2,0.2510,0.0606,2.0509
PIM2,0.2099,0.0488,2.1041
PIM2,0.1806,0.0540,1.7429
PIM2,0.3034,0.0780,1.9591
PIM2,0.2970,0.0589,2.3341
PIM2,0.2336,0.0643,1.8609
PIM2,0.2029,0.0719,1.4969
PIM2,0.2325,0.0574,2.0190
PIM2,0.2393,0.0568,2.0752
PIM2,0.2316,0.0608,1.9300
PIM2,0.2626,0.0837,1.6490
PIM2,0.1790,0.0545,1.7157
PIM2,0.2014,0.0515,1.9664
PIM2,0.2465,0.0624,1.9816
PIM2,0.2915,0.0535,2.4447
PIM2,0.2622,0.0687,1.9330
PIM2,0.3630,0.1218,1.5750
PIM2,0.0180,0.0096,0.9144
PIM2,0.1623,0.0508,1.6748
PIM2,0.2671,0.0612,2.1254
PIM2,0.3015,0.0880,1.7770
PIM2,0.2472,0.0615,2.0078
PIM2,0.2706,0.0683,1.9855
PIM2,0.3563,0.0699,2.3502
PIM2,0.1736,0.0557,1.6395
PIM2,0.1596,0.0561,1.5070
PIM2,0.2235,0.0511,2.1293
PIM2,0.3152,0.0756,2.0606
PIM2,0.3132,0.1027,1.6081
PIM2,0.0194,0.0117,0.7351
PIM2,0.2326,0.0619,1.9085
PIM2,0.2182,0.0589,1.8901
PIM2,0.2094,0.0530,1.9817
PIM2,0.3588,0.1452,1.3047
PIM2,0.2529,0.0708,1.8365
PIM2,0.1872,0.0472,1.9869
PIM2,0.1775,0.0563,1.6568
PIM2,0.1962,0.0634,1.6303
PIM2,0.0157,0.0051,1.6146
PIM2,0.3558,0.1202,1.5651
PIM2,0.1442,0.0411,1.8117
PIM2,0.2686,0.0669,2.0057
PIM2,0.2679,0.0622,2.1065
PIM2,0.1869,0.0825,1.1795
PIM2,0.2141,0.0588,1.8637
PIM2,0.2294,0.0711,1.6893
PIM2,0.3073,0.0606,2.3422
PIM2,0.1836,0.0536,1.7768
PIM2,0.1892,0.0398,2.2498
PIM2,0.0987,0.0216,2.1920
PIM2,0.0176,0.0056,1.6496
POLR2B,0.1194,0.0685,0.8018
POLR2B,0.0791,0.0769,0.0405
POLR2B,0.1733,0.1058,0.7116
POLR2B,0.0419,0.0952,-1.1823
POLR2B,0.1830,0.1247,0.5536
POLR2B,0.0706,0.0714,-0.0162
POLR2B,0.0779,0.0715,0.1241
POLR2B,0.1363,0.1028,0.4070
POLR2B,0.0260,0.0685,-1.3962
POLR2B,0.1075,0.0875,0.2970
POLR2B,0.2076,0.0930,1.1590
POLR2B,0.4038,0.1301,1.6347
POLR2B,0.2542,0.1211,1.0702
POLR2B,0.2606,0.1118,1.2215
POLR2B,0.0993,0.0815,0.2853
POLR2B,0.0816,0.0852,-0.0618
POLR2B,0.2537,0.1068,1.2481
POLR2B,0.1710,0.0878,0.9621
POLR2B,0.1007,0.0671,0.5861
POLR2B,0.0265,0.0903,-1.7699
POLR2B,0.1234,0.0894,0.4654
POLR2B,0.1955,0.1147,0.7690
POLR2B,0.0222,0.0752,-1.7628
POLR2B,0.0193,0.0696,-1.8526
POLR2B,0.0836,0.0771,0.1166
POLR2B,0.1237,0.1201,0.0428
POLR2B,0.1004,0.0737,0.4452
POLR2B,0.0726,0.0687,0.0807
POLR2B,0.0908,0.1017,-0.1633
POLR2B,0.1415,0.0907,0.6419
POLR2B,0.0299,0.0804,-1.4293
POLR2B,0.0299,0.0847,-1.5045
POLR2B,0.0125,0.0258,-1.0434
POLR2B,0.0289,0.0595,-1.0413
POLR2B,0.0294,0.0797,-1.4393
POLR2B,0.1925,0.0841,1.1938
POLR2B,0.1020,0.0776,0.3954
